t(s)	ag (m/s^2)
54.74	-0.0205
54.76	-0.02379
54.78	-0.01515
54.8	-0.02519
54.82	-0.02373
54.84	-0.00951
54.86	-0.00072
54.88	-0.00667
54.9	-0.0045
54.92	0.01114
54.94	0.02579
54.96	0.01666
54.98	0.02608
55	0.01171
55.02	-0.00018
55.04	-0.00057
55.06	0.01439
55.08	0.03827
55.1	0.04131
55.12	0.04345
55.14	0.03864
55.16	0.02584
55.18	0.02519
55.2	0.02171
55.22	0.00266
55.24	-0.00457
55.26	-0.01036
55.28	-0.02329
55.3	-0.02993
55.32	-0.03614
55.34	-0.03465
55.36	-0.02921
55.38	-0.03156
55.4	-0.01483
55.42	-0.00046
55.44	0.00036
55.46	-0.0004
55.48	-0.01348
55.5	-0.00482
55.52	0.01265
55.54	0.01235
55.56	0.01163
55.58	0.01431
55.6	-0.00301
55.62	-0.0113
55.64	-0.00108
55.66	-0.01547
55.68	-0.02927
55.7	0.00282
55.72	0.00652
55.74	-0.00195
55.76	0.00447
55.78	-0.0043
55.8	-0.03209
55.82	-0.03313
55.84	-0.00419
55.86	-0.00083
55.88	-0.00255
55.9	-0.00427
55.92	-0.00535
55.94	0.00089
55.96	0.01357
55.98	0.02502
56	0.01658
56.02	-0.00449
56.04	-0.00698
56.06	-0.01199
56.08	-0.01126
56.1	0.00017
56.12	0.01492
56.14	0.02477
56.16	0.0212
56.18	0.00688
56.2	0.01183
56.22	0.02505
56.24	0.02708
56.26	0.02527
56.28	0.02767
56.3	0.01728
56.32	0.00189
56.34	0.00896
56.36	-0.00248
56.38	-0.00288
56.4	-0.00257
56.42	0.0083
56.44	0.01976
56.46	0.01835
56.48	0.02427
56.5	0.02491
56.52	0.02594
56.54	0.03877
56.56	0.05371
56.58	0.05611
56.6	0.05304
56.62	0.03563
56.64	0.03524
56.66	0.03309
56.68	0.00651
56.7	-0.00773
56.72	-0.00418
56.74	-0.0014
56.76	-0.01167
56.78	-0.00707
56.8	-0.00303
56.82	-0.01653
56.84	-0.02364
56.86	-0.0275
56.88	-0.03458
56.9	-0.05199
56.92	-0.03348
56.94	0.02378
56.96	0.04235
56.98	0.03822
57	0.02449
57.02	0.03036
57.04	0.02841
57.06	0.00177
57.08	-0.00764
57.1	-0.00895
57.12	-0.00066
57.14	0.01373
57.16	0.01721
57.18	0.01177
57.2	0.0044
57.22	-0.01038
57.24	-0.00279
57.26	0.00024
57.28	-0.00449
57.3	-0.0069
57.32	-0.01919
57.34	-0.03884
57.36	-0.01829
57.38	0.00815
57.4	0.02364
57.42	0.01458
57.44	-0.0037
57.46	-0.01707
57.48	-0.00539
57.5	-0.01923
57.52	-0.03171
57.54	-0.00021
57.56	0.01206
57.58	0.01625
57.6	0.00239
57.62	-0.00809
57.64	-0.01719
57.66	-0.02206
57.68	-0.02091
57.7	-0.03407
57.72	-0.05358
57.74	-0.04615
57.76	-0.03641
57.78	-0.01495
57.8	-0.00929
57.82	-0.00798
57.84	-0.01013
57.86	-0.00986
57.88	-0.00735
57.9	-0.00595
57.92	-0.01033
57.94	-0.02375
57.96	-0.02275
57.98	-0.01127
58	-0.02635
58.02	-0.05342
58.04	-0.05328
58.06	-0.04852
58.08	-0.02993
58.1	-0.03579
58.12	-0.05052
58.14	-0.0477
58.16	-0.03468
58.18	-0.00649
58.2	-0.00672
58.22	-0.00073
58.24	0.01195
58.26	-0.00128
58.28	-0.0079
58.3	-0.00716
58.32	-0.00397
58.34	0.00274
58.36	0.00423
58.38	-0.00393
58.4	0.001
58.42	0.00579
58.44	0.0212
58.46	0.02381
58.48	0.02833
58.5	0.0278
58.52	0.02635
58.54	0.02896
58.56	0.0225
58.58	0.02422
58.6	0.02542
58.62	0.03333
58.64	0.02737
58.66	0.02206
58.68	0.02215
58.7	0.02489
58.72	0.02585
58.74	0.02163
58.76	0.00577
58.78	0.00198
58.8	0.01621
58.82	0.02983
58.84	0.03045
58.86	0.02981
58.88	0.0251
58.9	0.00605
58.92	-0.00127
58.94	0.00518
58.96	0.0116
58.98	0.01026
59	0.00891
59.02	-0.00462
59.04	0.00162
59.06	0.00213
59.08	0.01531
59.1	0.02366
59.12	0.01762
59.14	0.0197
59.16	0.00486
59.18	-0.00569
59.2	-0.00794
59.22	-0.00998
59.24	0.007
59.26	0.02135
59.28	0.02342
59.3	0.02836
59.32	0.01133
59.34	-0.00029
59.36	0.00266
59.38	0.00427
59.4	-0.00237
59.42	-0.00826
59.44	-0.018
59.46	-0.01191
59.48	-0.00875
59.5	-0.0207
59.52	-0.01727
59.54	-0.0124
59.56	-0.01135
59.58	-0.00816
59.6	-0.01043
59.62	-0.02154
59.64	-0.02627
59.66	-0.0325
59.68	-0.02274
59.7	-0.0119
59.72	-0.01375
59.74	-0.02462
59.76	-0.03156
59.78	-0.0292
59.8	-0.0173
59.82	-0.00039
59.84	-0.00452
59.86	-0.00992
59.88	-0.00872
59.9	-0.02405
59.92	-0.04043
59.94	-0.03783
59.96	-0.03805
59.98	-0.03534
