t(s)	ag (m/s^2)
11.485	0.0202
11.49	0.029
11.495	0.0494
11.5	0.0715
11.505	0.0867
11.51	0.1228
11.515	0.16
11.52	0.2204
11.525	0.272
11.53	0.291
11.535	0.3561
11.54	0.4101
11.545	0.4632
11.55	0.5261
11.555	0.5576
11.56	0.605
11.565	0.649
11.57	0.6753
11.575	0.6999
11.58	0.71
11.585	0.6958
11.59	0.6669
11.595	0.6517
11.6	0.6169
11.605	0.507
11.61	0.4447
11.615	0.3509
11.62	0.2705
11.625	0.2604
11.63	0.1542
11.635	0.1187
11.64	0.1282
11.645	0.0936
11.65	0.0902
11.655	0.0968
11.66	0.0948
11.665	0.0901
11.67	0.1098
11.675	0.1399
11.68	0.1791
11.685	0.2325
11.69	0.2668
11.695	0.3244
11.7	0.4138
11.705	0.4645
11.71	0.4929
11.715	0.5395
11.72	0.5923
11.725	0.617
11.73	0.6354
11.735	0.7008
11.74	0.7557
11.745	0.7855
11.75	0.8145
11.755	0.8238
11.76	0.8286
11.765	0.804
11.77	0.7878
11.775	0.6919
11.78	0.5185
11.785	0.4504
11.79	0.319
11.795	0.1461
11.8	0.0343
11.805	-0.0958
11.81	-0.2711
11.815	-0.4967
11.82	-0.5272
11.825	-0.566
11.83	-0.7046
11.835	-0.6987
11.84	-0.7533
11.845	-0.8352
11.85	-0.8503
11.855	-0.8645
11.86	-0.8873
11.865	-0.9095
11.87	-0.9216
11.875	-0.9365
11.88	-0.9558
11.885	-0.9792
11.89	-0.9848
11.895	-0.9944
11.9	-1.0168
11.905	-1.029
11.91	-1.0376
11.915	-1.0471
11.92	-1.0588
11.925	-1.0773
11.93	-1.0885
11.935	-1.0893
11.94	-1.1002
11.945	-1.0977
11.95	-1.0805
11.955	-1.0614
11.96	-1.0341
11.965	-1.0223
11.97	-1.0211
11.975	-0.998
11.98	-0.9868
11.985	-1.0088
11.99	-1.0004
11.995	-1.0009
12	-1.0102
12.005	-0.9718
12.01	-0.9417
12.015	-0.9213
12.02	-0.8583
12.025	-0.8045
12.03	-0.7732
12.035	-0.7003
12.04	-0.5911
12.045	-0.4367
12.05	-0.371
12.055	-0.3782
12.06	-0.2781
12.065	-0.2112
12.07	-0.1744
12.075	-0.0774
12.08	0.1159
12.085	0.2965
12.09	0.2745
12.095	0.2922
12.1	0.2866
12.105	0.0905
12.11	0.0344
12.115	0.0689
12.12	0.08
12.125	0.1558
12.13	0.1755
12.135	0.1429
12.14	0.1122
12.145	0.0963
12.15	0.0503
12.155	-0.0085
12.16	-0.0215
12.165	-0.0147
12.17	0.0323
12.175	0.0955
12.18	0.2049
12.185	0.2963
12.19	0.3058
12.195	0.3246
12.2	0.3518
12.205	0.3841
12.21	0.4482
12.215	0.4999
12.22	0.5
12.225	0.5468
12.23	0.6099
12.235	0.6166
12.24	0.6385
12.245	0.6393
12.25	0.5919
12.255	0.5918
12.26	0.6142
12.265	0.5842
12.27	0.545
12.275	0.5115
12.28	0.4554
12.285	0.3968
12.29	0.3519
12.295	0.2958
12.3	0.2577
12.305	0.2564
12.31	0.2556
12.315	0.2598
12.32	0.2649
12.325	0.2744
12.33	0.3045
12.335	0.3371
12.34	0.3682
12.345	0.4089
12.35	0.4778
12.355	0.5234
12.36	0.5398
12.365	0.5901
12.37	0.6147
12.375	0.6306
12.38	0.6615
12.385	0.6748
12.39	0.6825
12.395	0.6843
12.4	0.6901
12.405	0.6766
12.41	0.662
12.415	0.6555
12.42	0.6288
12.425	0.6225
12.43	0.6159
12.435	0.5945
12.44	0.5725
12.445	0.5302
12.45	0.5089
12.455	0.4725
12.46	0.4224
12.465	0.4168
12.47	0.3936
12.475	0.3764
12.48	0.3706
12.485	0.3678
12.49	0.3848
12.495	0.3712
12.5	0.3544
12.505	0.3551
12.51	0.3353
12.515	0.314
12.52	0.3044
12.525	0.2915
12.53	0.3014
12.535	0.3193
12.54	0.3541
12.545	0.3945
12.55	0.402
12.555	0.429
12.56	0.4446
12.565	0.434
12.57	0.4294
12.575	0.4024
12.58	0.3769
12.585	0.3254
12.59	0.2526
12.595	0.2312
12.6	0.1852
12.605	0.1443
12.61	0.1396
12.615	0.1036
12.62	0.0879
12.625	0.0933
12.63	0.0916
12.635	0.0799
12.64	0.0689
12.645	0.0649
12.65	0.0791
12.655	0.1064
12.66	0.103
12.665	0.1162
12.67	0.1449
12.675	0.1533
12.68	0.173
12.685	0.1869
12.69	0.2045
12.695	0.2126
12.7	0.2089
12.705	0.1949
12.71	0.1685
12.715	0.16
12.72	0.144
12.725	0.1213
12.73	0.1016
12.735	0.1048
12.74	0.1049
12.745	0.0865
12.75	0.0992
12.755	0.1122
12.76	0.124
12.765	0.1386
12.77	0.1478
12.775	0.1643
12.78	0.1677
12.785	0.1765
12.79	0.1775
12.795	0.1777
12.8	0.1907
12.805	0.1947
12.81	0.1948
12.815	0.1911
12.82	0.1895
12.825	0.1492
12.83	0.1128
12.835	0.1087
12.84	0.0533
12.845	0.0077
12.85	-0.0193
12.855	-0.0655
12.86	-0.0879
12.865	-0.1164
12.87	-0.1477
12.875	-0.1611
12.88	-0.1783
12.885	-0.2095
12.89	-0.2206
12.895	-0.2276
12.9	-0.2447
12.905	-0.248
12.91	-0.252
12.915	-0.2635
12.92	-0.2515
12.925	-0.2332
12.93	-0.2389
12.935	-0.2243
12.94	-0.2031
12.945	-0.1929
12.95	-0.1861
12.955	-0.1781
12.96	-0.1717
12.965	-0.1739
12.97	-0.1607
12.975	-0.1507
12.98	-0.1626
12.985	-0.1585
12.99	-0.1383
12.995	-0.1376
13	-0.13
13.005	-0.1147
13.01	-0.1179
13.015	-0.1204
13.02	-0.1148
13.025	-0.1327
13.03	-0.1571
13.035	-0.1669
13.04	-0.1906
13.045	-0.2049
13.05	-0.215
13.055	-0.2322
13.06	-0.2283
13.065	-0.2215
13.07	-0.2215
13.075	-0.2251
13.08	-0.2362
13.085	-0.2346
13.09	-0.238
13.095	-0.2444
13.1	-0.2262
13.105	-0.2418
13.11	-0.2725
13.115	-0.2535
13.12	-0.2536
13.125	-0.2598
13.13	-0.2251
13.135	-0.1961
13.14	-0.1876
13.145	-0.1522
13.15	-0.1059
13.155	-0.0858
13.16	-0.0714
13.165	-0.0641
13.17	-0.0414
13.175	-0.0237
13.18	0.0121
13.185	0.0548
13.19	0.0812
13.195	0.1374
13.2	0.1879
13.205	0.2464
13.21	0.276
13.215	0.2759
13.22	0.292
13.225	0.2869
13.23	0.2633
13.235	0.2479
13.24	0.2173
13.245	0.1773
13.25	0.1356
13.255	0.0697
13.26	0.0351
13.265	0.0146
13.27	-0.0465
13.275	-0.1308
13.28	-0.166
13.285	-0.1914
13.29	-0.2968
13.295	-0.3759
13.3	-0.3918
13.305	-0.4318
13.31	-0.5129
13.315	-0.5396
13.32	-0.5367
13.325	-0.5714
13.33	-0.6194
13.335	-0.6646
13.34	-0.6793
13.345	-0.7139
13.35	-0.7352
13.355	-0.766
13.36	-0.8316
13.365	-0.8407
13.37	-0.8575
13.375	-0.9062
13.38	-0.919
13.385	-0.9232
13.39	-0.9398
13.395	-0.9496
13.4	-0.9796
13.405	-0.9965
13.41	-0.9888
13.415	-1.0093
13.42	-1.0246
13.425	-1.0332
13.43	-1.0462
13.435	-1.0648
13.44	-1.0773
13.445	-1.0686
13.45	-1.0644
13.455	-1.0613
13.46	-1.047
13.465	-1.0101
13.47	-0.9751
13.475	-0.9355
13.48	-0.8898
13.485	-0.8491
13.49	-0.7736
13.495	-0.7113
13.5	-0.6606
13.505	-0.5906
13.51	-0.5259
13.515	-0.4771
13.52	-0.4137
13.525	-0.3428
13.53	-0.3285
13.535	-0.2781
13.54	-0.1903
13.545	-0.1629
13.55	-0.1064
13.555	-0.0281
13.56	0.0162
13.565	0.0916
13.57	0.171
13.575	0.2392
13.58	0.2996
13.585	0.3416
13.59	0.3965
13.595	0.4398
13.6	0.4632
13.605	0.4857
13.61	0.5078
13.615	0.528
13.62	0.5316
13.625	0.5296
13.63	0.5569
13.635	0.5683
13.64	0.5631
13.645	0.5872
13.65	0.6076
13.655	0.6284
13.66	0.6582
13.665	0.6839
13.67	0.7146
13.675	0.7683
13.68	0.829
13.685	0.8568
13.69	0.9001
13.695	0.9589
13.7	0.9819
13.705	0.9931
13.71	0.9959
13.715	1.0007
13.72	0.9941
13.725	0.9721
13.73	0.9604
13.735	0.9343
13.74	0.8763
13.745	0.8413
13.75	0.8185
13.755	0.7912
13.76	0.7719
13.765	0.6961
13.77	0.6444
13.775	0.6315
13.78	0.5943
13.785	0.5473
13.79	0.4809
13.795	0.4452
13.8	0.4268
13.805	0.3852
13.81	0.3666
13.815	0.3394
13.82	0.3085
13.825	0.3081
13.83	0.2859
13.835	0.2621
13.84	0.2449
13.845	0.2336
13.85	0.241
13.855	0.2337
13.86	0.2315
13.865	0.2375
13.87	0.2444
13.875	0.2618
13.88	0.2741
13.885	0.2834
13.89	0.2868
13.895	0.2925
13.9	0.3063
13.905	0.3079
13.91	0.3015
13.915	0.2979
13.92	0.2937
13.925	0.2929
13.93	0.2868
13.935	0.2785
13.94	0.2681
13.945	0.2506
13.95	0.2441
13.955	0.2397
13.96	0.2279
13.965	0.2155
13.97	0.2015
13.975	0.1972
13.98	0.1861
13.985	0.1656
13.99	0.1473
13.995	0.1307
14	0.123
14.005	0.0881
14.01	0.058
14.015	0.0526
14.02	0.0253
14.025	-0.0004
14.03	-0.0091
14.035	-0.0096
14.04	-0.0184
14.045	-0.0358
14.05	-0.033
14.055	-0.0574
14.06	-0.0985
14.065	-0.1106
14.07	-0.1387
14.075	-0.1804
14.08	-0.2178
14.085	-0.2602
14.09	-0.3206
14.095	-0.3671
14.1	-0.4083
14.105	-0.452
14.11	-0.4807
14.115	-0.515
14.12	-0.5449
14.125	-0.5766
14.13	-0.6083
14.135	-0.6426
14.14	-0.6817
14.145	-0.7072
14.15	-0.7257
14.155	-0.7404
14.16	-0.749
14.165	-0.7569
14.17	-0.7406
14.175	-0.7094
14.18	-0.6634
14.185	-0.6101
14.19	-0.5541
14.195	-0.4753
14.2	-0.4146
14.205	-0.3442
14.21	-0.2722
14.215	-0.2389
14.22	-0.1702
14.225	-0.1158
14.23	-0.1032
14.235	-0.0649
14.24	-0.0064
14.245	0.0109
14.25	0.0066
14.255	0.0235
14.26	0.03
14.265	0.029
14.27	0.0322
14.275	0.0374
14.28	0.0295
14.285	0.0406
14.29	0.0445
14.295	0.0326
14.3	0.0325
14.305	0.0361
14.31	0.0474
14.315	0.0455
14.32	0.037
14.325	0.0525
14.33	0.0538
14.335	0.0483
14.34	0.0592
14.345	0.0475
14.35	0.0475
14.355	0.0616
14.36	0.0442
14.365	0.0314
14.37	0.0294
14.375	-0.0044
14.38	-0.0366
14.385	-0.0451
14.39	-0.064
14.395	-0.074
14.4	-0.0598
14.405	-0.0496
14.41	-0.0316
14.415	-0.0026
14.42	0.0228
14.425	0.0396
14.43	0.0521
14.435	0.0911
14.44	0.1141
14.445	0.1102
14.45	0.1325
14.455	0.1423
14.46	0.1289
14.465	0.121
14.47	0.1047
14.475	0.0892
14.48	0.0751
14.485	0.0532
14.49	0.0381
14.495	0.0101
14.5	-0.0126
14.505	-0.0125
14.51	-0.0329
14.515	-0.0467
14.52	-0.0528
14.525	-0.0738
14.53	-0.0856
14.535	-0.0836
14.54	-0.0708
14.545	-0.0753
14.55	-0.0613
14.555	-0.0534
14.56	-0.0634
14.565	-0.0363
14.57	-0.024
14.575	-0.0067
14.58	0.0124
14.585	0.0167
14.59	0.0445
14.595	0.0655
14.6	0.075
14.605	0.0924
14.61	0.1019
14.615	0.1187
14.62	0.1528
14.625	0.1658
14.63	0.1708
14.635	0.2034
14.64	0.2179
14.645	0.2127
14.65	0.2223
14.655	0.2228
14.66	0.1985
14.665	0.172
14.67	0.1261
14.675	0.0585
14.68	0.0075
14.685	-0.0565
14.69	-0.1267
14.695	-0.1805
14.7	-0.2072
14.705	-0.2421
14.71	-0.2762
14.715	-0.2789
14.72	-0.2822
14.725	-0.3011
14.73	-0.3171
14.735	-0.3229
14.74	-0.3237
14.745	-0.3362
14.75	-0.3472
14.755	-0.3524
14.76	-0.3791
14.765	-0.3888
14.77	-0.3919
14.775	-0.4135
14.78	-0.4224
14.785	-0.4184
14.79	-0.4172
14.795	-0.3956
14.8	-0.3719
14.805	-0.3537
14.81	-0.3189
14.815	-0.2877
14.82	-0.2619
14.825	-0.2423
14.83	-0.2146
14.835	-0.1733
14.84	-0.1519
14.845	-0.1327
14.85	-0.0864
14.855	-0.0671
14.86	-0.047
14.865	-0.0032
14.87	0.0024
14.875	0.0368
14.88	0.0561
14.885	0.0538
14.89	0.0943
14.895	0.1068
14.9	0.1181
14.905	0.1303
14.91	0.1357
14.915	0.1468
14.92	0.1445
14.925	0.1491
14.93	0.1517
14.935	0.1733
14.94	0.2006
14.945	0.2205
14.95	0.2624
14.955	0.2892
14.96	0.3201
14.965	0.3591
14.97	0.3826
14.975	0.4214
14.98	0.446
14.985	0.4577
14.99	0.4831
14.995	0.5078
15	0.5067
15.005	0.5133
15.01	0.5366
15.015	0.5358
15.02	0.5314
15.025	0.5388
15.03	0.5383
15.035	0.5391
15.04	0.5564
15.045	0.5609
15.05	0.55
15.055	0.5426
15.06	0.531
15.065	0.5098
15.07	0.486
15.075	0.4688
15.08	0.4362
15.085	0.3982
15.09	0.3769
15.095	0.3374
15.1	0.284
15.105	0.2441
15.11	0.2107
15.115	0.156
15.12	0.1086
15.125	0.0933
15.13	0.0578
15.135	0.018
15.14	0.0109
15.145	-0.0133
15.15	-0.0445
15.155	-0.0551
15.16	-0.0709
15.165	-0.0963
15.17	-0.1351
15.175	-0.1573
15.18	-0.1636
15.185	-0.1801
15.19	-0.1851
15.195	-0.184
15.2	-0.1757
15.205	-0.1522
15.21	-0.1455
15.215	-0.1493
15.22	-0.1269
15.225	-0.1199
15.23	-0.1184
15.235	-0.0971
15.24	-0.0865
15.245	-0.0786
15.25	-0.0752
15.255	-0.0757
15.26	-0.0831
15.265	-0.0954
15.27	-0.114
15.275	-0.1451
15.28	-0.1695
15.285	-0.1972
15.29	-0.2388
15.295	-0.2603
15.3	-0.2704
15.305	-0.3031
15.31	-0.3333
15.315	-0.3482
15.32	-0.3803
15.325	-0.4016
15.33	-0.4049
15.335	-0.4205
15.34	-0.4302
15.345	-0.4335
15.35	-0.4433
15.355	-0.4577
15.36	-0.469
15.365	-0.4828
15.37	-0.501
15.375	-0.518
15.38	-0.5332
15.385	-0.5494
15.39	-0.5597
15.395	-0.5593
15.4	-0.5691
15.405	-0.5692
15.41	-0.5527
15.415	-0.5348
15.42	-0.5009
15.425	-0.4455
15.43	-0.3885
15.435	-0.335
15.44	-0.2724
15.445	-0.2236
15.45	-0.1855
15.455	-0.1481
15.46	-0.1155
15.465	-0.0853
15.47	-0.0782
15.475	-0.0617
15.48	-0.0422
15.485	-0.035
15.49	-0.006
15.495	0.0109
15.5	0.0293
15.505	0.0607
15.51	0.073
15.515	0.0845
15.52	0.094
15.525	0.0995
15.53	0.1003
15.535	0.1058
15.54	0.1255
15.545	0.1315
15.55	0.1484
15.555	0.1499
15.56	0.1454
15.565	0.1662
15.57	0.1769
15.575	0.1852
15.58	0.1818
15.585	0.1997
15.59	0.2162
15.595	0.224
15.6	0.2632
15.605	0.2976
15.61	0.3398
15.615	0.3811
15.62	0.4327
15.625	0.4934
15.63	0.5378
15.635	0.5943
15.64	0.6702
15.645	0.717
15.65	0.7449
15.655	0.7881
15.66	0.8025
15.665	0.7971
15.67	0.7811
15.675	0.773
15.68	0.7549
15.685	0.7135
15.69	0.6699
15.695	0.6261
15.7	0.5941
15.705	0.5535
15.71	0.5241
15.715	0.5042
15.72	0.4817
15.725	0.4564
15.73	0.4315
15.735	0.4307
15.74	0.4124
15.745	0.3854
15.75	0.4028
15.755	0.3923
15.76	0.3609
15.765	0.3633
15.77	0.363
15.775	0.3585
15.78	0.357
15.785	0.3645
15.79	0.3673
15.795	0.3734
15.8	0.3852
15.805	0.3854
15.81	0.3898
15.815	0.3938
15.82	0.395
15.825	0.3908
15.83	0.3898
15.835	0.3843
15.84	0.3629
15.845	0.3587
15.85	0.3366
15.855	0.3054
15.86	0.2942
15.865	0.2674
15.87	0.2386
15.875	0.2265
15.88	0.2052
15.885	0.1751
15.89	0.1599
15.895	0.1418
15.9	0.1234
15.905	0.1139
15.91	0.1052
15.915	0.1027
15.92	0.1076
15.925	0.1113
15.93	0.1132
15.935	0.115
15.94	0.1197
15.945	0.1257
15.95	0.1303
15.955	0.1267
15.96	0.1146
15.965	0.1019
15.97	0.0783
15.975	0.0502
15.98	0.0237
15.985	-0.0187
15.99	-0.0538
15.995	-0.078
16	-0.1194
16.005	-0.1557
16.01	-0.1793
16.015	-0.201
16.02	-0.2228
16.025	-0.2483
16.03	-0.2763
16.035	-0.2871
16.04	-0.2886
16.045	-0.288
16.05	-0.2986
16.055	-0.3031
16.06	-0.2765
16.065	-0.2733
16.07	-0.2614
16.075	-0.2327
16.08	-0.2188
16.085	-0.2036
16.09	-0.1955
16.095	-0.185
16.1	-0.193
16.105	-0.207
16.11	-0.1825
16.115	-0.1769
16.12	-0.187
16.125	-0.1886
16.13	-0.1883
16.135	-0.1723
16.14	-0.1771
16.145	-0.2061
16.15	-0.2196
16.155	-0.2165
16.16	-0.2479
16.165	-0.2788
16.17	-0.2761
16.175	-0.3031
16.18	-0.3098
16.185	-0.2902
16.19	-0.2935
16.195	-0.28
16.2	-0.2503
16.205	-0.2381
16.21	-0.2233
16.215	-0.2
16.22	-0.2121
16.225	-0.2155
16.23	-0.2175
16.235	-0.2288
16.24	-0.2305
16.245	-0.2392
16.25	-0.2287
16.255	-0.2103
16.26	-0.1897
16.265	-0.1598
16.27	-0.1046
16.275	-0.0482
16.28	-0.0095
16.285	0.0301
16.29	0.07
16.295	0.0988
16.3	0.1038
16.305	0.1295
16.31	0.1369
16.315	0.1232
16.32	0.1336
16.325	0.1258
16.33	0.0993
16.335	0.0732
16.34	0.0382
16.345	0.0005
16.35	-0.0216
16.355	-0.0538
16.36	-0.0921
16.365	-0.1095
16.37	-0.13
16.375	-0.1479
16.38	-0.141
16.385	-0.1306
16.39	-0.1333
16.395	-0.1339
16.4	-0.1075
16.405	-0.098
16.41	-0.0847
16.415	-0.0638
16.42	-0.0687
16.425	-0.0457
16.43	-0.0376
16.435	-0.0532
16.44	-0.0587
16.445	-0.058
16.45	-0.0546
16.455	-0.0663
16.46	-0.0777
16.465	-0.0511
16.47	-0.0085
16.475	0.0009
16.48	0.0189
16.485	0.0646
16.49	0.0849
16.495	0.0926
16.5	0.1219
16.505	0.1418
16.51	0.1454
16.515	0.1437
16.52	0.1399
16.525	0.1329
16.53	0.1275
16.535	0.1299
16.54	0.1326
16.545	0.1428
16.55	0.1451
16.555	0.1435
16.56	0.1423
16.565	0.1341
16.57	0.1211
16.575	0.0988
16.58	0.0754
16.585	0.0524
16.59	0.0141
16.595	-0.0427
16.6	-0.0851
16.605	-0.1291
16.61	-0.1598
16.615	-0.1972
16.62	-0.2511
16.625	-0.2691
16.63	-0.301
16.635	-0.3278
16.64	-0.3403
16.645	-0.3436
16.65	-0.3263
16.655	-0.3156
16.66	-0.2933
16.665	-0.2734
16.67	-0.2529
16.675	-0.2105
16.68	-0.1622
16.685	-0.1161
16.69	-0.083
16.695	-0.0482
16.7	0.0009
16.705	0.0309
16.71	0.0591
16.715	0.1007
16.72	0.114
16.725	0.1246
16.73	0.1538
16.735	0.169
16.74	0.1675
16.745	0.1787
16.75	0.19
16.755	0.1837
16.76	0.1913
16.765	0.1896
16.77	0.1858
16.775	0.1888
16.78	0.1905
16.785	0.1903
16.79	0.1748
16.795	0.1725
16.8	0.1667
16.805	0.1571
16.81	0.1461
16.815	0.1345
16.82	0.1259
16.825	0.1099
16.83	0.1
16.835	0.0782
16.84	0.0702
16.845	0.0735
16.85	0.0751
16.855	0.0883
16.86	0.0962
16.865	0.099
16.87	0.0955
16.875	0.091
16.88	0.0852
16.885	0.0874
16.89	0.0836
16.895	0.073
16.9	0.068
16.905	0.0616
16.91	0.0626
16.915	0.0614
16.92	0.0735
16.925	0.0951
16.93	0.1055
16.935	0.1317
16.94	0.1474
16.945	0.15
16.95	0.1718
16.955	0.1861
16.96	0.1958
16.965	0.1983
16.97	0.1965
16.975	0.1933
16.98	0.1782
16.985	0.1578
16.99	0.1359
16.995	0.1128
17	0.0924
17.005	0.0635
17.01	0.0385
17.015	0.0275
17.02	-0.0051
17.025	-0.0252
17.03	-0.0467
17.035	-0.0687
17.04	-0.0595
17.045	-0.0701
17.05	-0.0689
17.055	-0.0547
17.06	-0.0626
17.065	-0.0519
17.07	-0.0288
17.075	-0.017
17.08	0
17.085	0.0211
17.09	0.0289
17.095	0.0462
17.1	0.0695
17.105	0.06
17.11	0.0555
17.115	0.0696
17.12	0.0641
17.125	0.0568
17.13	0.0535
17.135	0.0438
17.14	0.0339
17.145	0.0304
17.15	0.0301
17.155	0.0233
17.16	0.0187
17.165	-0.0164
17.17	-0.0421
17.175	-0.0313
17.18	-0.0577
17.185	-0.0754
17.19	-0.0807
17.195	-0.1016
17.2	-0.1124
17.205	-0.1184
17.21	-0.1209
17.215	-0.1346
17.22	-0.1429
17.225	-0.1409
17.23	-0.1536
17.235	-0.1617
17.24	-0.1729
17.245	-0.191
17.25	-0.1807
17.255	-0.1852
17.26	-0.1885
17.265	-0.1684
17.27	-0.1675
17.275	-0.1444
17.28	-0.114
17.285	-0.0988
17.29	-0.0836
17.295	-0.0664
17.3	-0.0514
17.305	-0.0602
17.31	-0.06
17.315	-0.0502
17.32	-0.0591
17.325	-0.0596
17.33	-0.0566
17.335	-0.0591
17.34	-0.0524
17.345	-0.0636
17.35	-0.0735
17.355	-0.0643
17.36	-0.0636
17.365	-0.0687
17.37	-0.0635
17.375	-0.0438
17.38	-0.0354
17.385	-0.0244
17.39	0.0129
17.395	0.0289
17.4	0.0413
17.405	0.075
17.41	0.0845
17.415	0.0861
17.42	0.1003
17.425	0.0971
17.43	0.084
17.435	0.0895
17.44	0.0856
17.445	0.061
17.45	0.0467
17.455	0.0252
17.46	-0.0077
17.465	-0.0253
17.47	-0.0406
17.475	-0.0616
17.48	-0.0863
17.485	-0.1003
17.49	-0.1119
17.495	-0.1285
17.5	-0.1342
17.505	-0.1378
17.51	-0.1444
17.515	-0.1508
17.52	-0.1513
17.525	-0.1505
17.53	-0.1334
17.535	-0.1225
17.54	-0.1262
17.545	-0.0822
17.55	-0.0524
17.555	-0.0525
17.56	-0.0221
17.565	-0.0031
17.57	-0.0021
17.575	0.0135
17.58	0.0309
17.585	0.025
17.59	0.0305
17.595	0.0395
17.6	0.0369
17.605	0.0401
17.61	0.0481
17.615	0.0563
17.62	0.049
17.625	0.0577
17.63	0.0725
17.635	0.0664
17.64	0.0643
17.645	0.0692
17.65	0.0712
17.655	0.0605
17.66	0.058
17.665	0.0399
17.67	0.0159
17.675	0.0152
17.68	-0.0033
17.685	-0.0202
17.69	-0.0294
17.695	-0.0391
17.7	-0.0516
17.705	-0.0692
17.71	-0.0652
17.715	-0.0694
17.72	-0.0854
17.725	-0.0773
17.73	-0.0769
17.735	-0.0847
17.74	-0.0894
17.745	-0.0707
17.75	-0.049
17.755	-0.0557
17.76	-0.0347
17.765	-0.0157
17.77	-0.0132
17.775	0.004
17.78	0.019
17.785	0.0457
17.79	0.0636
17.795	0.0634
17.8	0.0833
17.805	0.1004
17.81	0.1109
17.815	0.1173
17.82	0.1152
17.825	0.1238
17.83	0.1338
17.835	0.1381
17.84	0.1246
17.845	0.1178
17.85	0.1158
17.855	0.0991
17.86	0.1057
17.865	0.1042
17.87	0.0973
17.875	0.1061
17.88	0.1089
17.885	0.0991
17.89	0.0749
17.895	0.0569
17.9	0.0237
17.905	-0.0249
17.91	-0.0696
17.915	-0.1126
17.92	-0.1425
17.925	-0.1769
17.93	-0.2038
17.935	-0.2058
17.94	-0.2176
17.945	-0.2244
17.95	-0.2306
17.955	-0.2492
17.96	-0.2522
17.965	-0.2478
17.97	-0.2518
17.975	-0.2657
17.98	-0.2634
17.985	-0.2604
17.99	-0.2559
17.995	-0.2446
18	-0.234
18.005	-0.2189
18.01	-0.214
18.015	-0.1812
18.02	-0.1586
18.025	-0.16
18.03	-0.1375
18.035	-0.0985
18.04	-0.054
18.045	-0.0168
18.05	0.0257
18.055	0.0598
18.06	0.0763
18.065	0.0836
18.07	0.0878
18.075	0.0856
18.08	0.0677
18.085	0.0521
18.09	0.0348
18.095	0.0091
18.1	-0.027
18.105	-0.0457
18.11	-0.0464
18.115	-0.0662
18.12	-0.0785
18.125	-0.0856
18.13	-0.1123
18.135	-0.1335
18.14	-0.1312
18.145	-0.1242
18.15	-0.1174
18.155	-0.0943
18.16	-0.0646
18.165	-0.0318
18.17	-0.0019
18.175	0.0299
18.18	0.0811
18.185	0.1009
18.19	0.1429
18.195	0.1675
18.2	0.1336
18.205	0.152
18.21	0.1547
18.215	0.1415
18.22	0.1239
18.225	0.102
18.23	0.1058
18.235	0.0924
18.24	0.0856
18.245	0.0992
18.25	0.1111
18.255	0.1242
18.26	0.1418
18.265	0.1549
18.27	0.181
18.275	0.2004
18.28	0.213
18.285	0.2334
18.29	0.2371
18.295	0.2538
18.3	0.2667
18.305	0.2658
18.31	0.2774
18.315	0.2843
18.32	0.2998
18.325	0.3131
18.33	0.3107
18.335	0.3145
18.34	0.3089
18.345	0.3024
18.35	0.2883
18.355	0.2766
18.36	0.2628
18.365	0.2308
18.37	0.2157
18.375	0.1818
18.38	0.1504
18.385	0.1186
18.39	0.0722
18.395	0.0531
18.4	0.0331
18.405	0.0097
18.41	-0.0253
18.415	-0.0459
18.42	-0.0678
18.425	-0.0998
18.43	-0.0934
18.435	-0.1034
18.44	-0.1111
18.445	-0.0986
18.45	-0.0957
18.455	-0.0883
18.46	-0.073
18.465	-0.0647
18.47	-0.054
18.475	-0.0485
18.48	-0.056
18.485	-0.0559
18.49	-0.0756
18.495	-0.0842
18.5	-0.0988
18.505	-0.1432
18.51	-0.1813
18.515	-0.2097
18.52	-0.246
18.525	-0.3036
18.53	-0.3448
18.535	-0.3751
18.54	-0.4136
18.545	-0.4425
18.55	-0.4706
18.555	-0.5087
18.56	-0.5198
18.565	-0.5188
18.57	-0.5159
18.575	-0.5116
18.58	-0.4938
18.585	-0.4569
18.59	-0.446
18.595	-0.4146
18.6	-0.3653
18.605	-0.3358
18.61	-0.3036
18.615	-0.2744
18.62	-0.2454
18.625	-0.202
18.63	-0.1714
18.635	-0.1469
18.64	-0.1149
18.645	-0.0815
18.65	-0.0536
18.655	-0.0373
18.66	-0.0338
18.665	-0.039
18.67	-0.0461
18.675	-0.0713
18.68	-0.0661
18.685	-0.0703
18.69	-0.1215
18.695	-0.1195
18.7	-0.1203
18.705	-0.1369
18.71	-0.1355
18.715	-0.1666
18.72	-0.1847
18.725	-0.185
18.73	-0.1926
18.735	-0.1932
18.74	-0.1987
18.745	-0.2047
18.75	-0.1891
18.755	-0.1721
18.76	-0.1611
18.765	-0.1269
18.77	-0.1062
18.775	-0.0906
18.78	-0.0688
18.785	-0.0502
18.79	-0.0323
18.795	-0.0314
18.8	-0.0211
18.805	-0.0106
18.81	-0.0095
18.815	-0.0015
18.82	0.0178
18.825	0.0044
18.83	-0.0015
18.835	0.0307
18.84	0.0269
18.845	0.0267
18.85	0.031
18.855	0.0234
18.86	0.0435
18.865	0.0447
18.87	0.042
18.875	0.0566
18.88	0.0456
18.885	0.0235
18.89	0.0255
18.895	0.0292
18.9	0.0124
18.905	0.0103
18.91	0.0145
18.915	0.0088
18.92	0.0122
18.925	0.0229
18.93	0.0305
18.935	0.0374
18.94	0.054
18.945	0.0667
18.95	0.0698
