t (s)	ag (m/s^2)
53.24	-0.0000561780
53.25	-0.0000725060
53.26	-0.0003176700
53.27	-0.0006642800
53.28	-0.0009258200
53.29	-0.0008589000
53.3	-0.0005522700
53.31	-0.0004136200
53.32	-0.0003101100
53.33	-0.0003953400
53.34	-0.0007720400
53.35	-0.0005223600
53.36	-0.0001679700
53.37	-0.0001670900
53.38	-0.0003345200
53.39	-0.0005532600
53.4	-0.0006073900
53.41	-0.0006939000
53.42	-0.0005352000
53.43	-0.0002692600
53.44	-0.0000700310
53.45	-0.0001956200
53.46	-0.0004361700
53.47	-0.0005285200
53.48	-0.0008669900
53.49	-0.0006964900
53.5	-0.0002616600
53.51	-0.0002715900
53.52	-0.0004372600
53.53	-0.0004281700
53.54	-0.0004691200
53.55	-0.0007995700
53.56	-0.0006067400
53.57	-0.0003842700
53.58	-0.0005022900
53.59	-0.0003786100
53.6	-0.0003401000
53.61	-0.0005694500
53.62	-0.0009225900
53.63	-0.0008357000
53.64	-0.0003680300
53.65	-0.0001511900
53.66	-0.0003221400
53.67	-0.0005194800
53.68	-0.0005617100
53.69	-0.0005723500
53.7	-0.0005272800
53.71	-0.0006978900
53.72	-0.0004024200
53.73	-0.0001618700
53.74	-0.0006410400
53.75	-0.0006912900
53.76	-0.0005941100
53.77	-0.0003369200
53.78	-0.0002490600
53.79	-0.0004823900
53.8	-0.0003122000
53.81	-0.0003813700
53.82	-0.0004916400
53.83	-0.0006237500
53.84	-0.0007079000
53.85	-0.0004172800
53.86	-0.0005151900
53.87	-0.0007785100
53.88	-0.0008157900
53.89	-0.0005263600
53.9	0.0000311500
53.91	0.0000471910
53.92	-0.0005416600
53.93	-0.0008810900
53.94	-0.0010013000
53.95	-0.0010931000
53.96	-0.0005573700
53.97	0.0001123500
53.98	0.0002776800
53.99	-0.0001412800
54	-0.0009102200
54.01	-0.0013104000
54.02	-0.0010228000
54.03	-0.0001451200
54.04	0.0004114400
54.05	0.0003011600
54.06	-0.0004932700
54.07	-0.0014152000
54.08	-0.0013737000
54.09	-0.0007266500
54.1	0.0001507900
54.11	0.0005580300
54.12	0.0001380300
54.13	-0.0008477600
54.14	-0.0016771000
54.15	-0.0012101000
54.16	-0.0001158800
54.17	0.0004119600
54.18	0.0001212100
54.19	-0.0003625100
54.2	-0.0008136000
54.21	-0.0011467000
54.22	-0.0008471100
54.23	-0.0002036000
54.24	0.0001126000
54.25	-0.0003339000
54.26	-0.0008741400
54.27	-0.0008567300
54.28	-0.0006294000
54.29	-0.0001003100
54.3	0.0003253300
54.31	-0.0003024200
54.32	-0.0009218900
54.33	-0.0008425100
54.34	-0.0008113800
54.35	-0.0004806900
54.36	-0.0000219580
54.37	-0.0000281570
54.38	-0.0004125400
54.39	-0.0008059500
54.4	-0.0008627400
54.41	-0.0007641000
54.42	-0.0005133200
54.43	-0.0000909600
54.44	0.0000548980
54.45	-0.0003767000
54.46	-0.0007672600
54.47	-0.0006928800
54.48	-0.0008477900
54.49	-0.0006418200
54.5	-0.0000747530
54.51	-0.0001149400
54.52	-0.0001777700
54.53	-0.0006602800
54.54	-0.0008699900
54.55	-0.0005046200
54.56	-0.0005552500
54.57	-0.0002543300
54.58	-0.0001660300
54.59	-0.0003883900
54.6	-0.0004311200
54.61	-0.0005897500
54.62	-0.0006468500
54.63	-0.0005830100
54.64	-0.0005485500
54.65	-0.0005512400
54.66	-0.0002750500
54.67	-0.0002039900
54.68	-0.0004682200
54.69	-0.0004382500
54.7	-0.0004416900
54.71	-0.0006800900
54.72	-0.0006088800
54.73	-0.0003776000
54.74	-0.0004102800
54.75	-0.0004919200
54.76	-0.0006035400
54.77	-0.0005161000
54.78	-0.0005349500
54.79	-0.0006529500
54.8	-0.0003624900
54.81	-0.0003138700
54.82	-0.0003367600
54.83	-0.0002971000
54.84	-0.0003401600
54.85	-0.0003991900
54.86	-0.0006659700
54.87	-0.0006278400
54.88	-0.0002257400
54.89	-0.0000429200
54.9	-0.0004180300
54.91	-0.0006364800
54.92	-0.0003900900
54.93	-0.0004017800
54.94	-0.0005893600
54.95	-0.0004205800
54.96	-0.0000053792
54.97	-0.0001613800
54.98	-0.0004802900
54.99	-0.0004218400
55	-0.0005667000
55.01	-0.0007200800
55.02	-0.0004657200
55.03	-0.0000758090
55.04	-0.0002259800
55.05	-0.0006111400
55.06	-0.0005356200
55.07	-0.0003385400
55.08	-0.0003426000
55.09	-0.0004083700
55.1	-0.0002973100
55.11	-0.0004092800
55.12	-0.0005521200
55.13	-0.0003290200
55.14	-0.0003291500
55.15	-0.0004957300
55.16	-0.0005891900
55.17	-0.0003796900
55.18	-0.0001608700
55.19	-0.0004732100
55.2	-0.0005816000
55.21	-0.0003290100
55.22	-0.0004692700
55.23	-0.0005881000
55.24	-0.0002735400
55.25	-0.0001598800
55.26	-0.0002360400
55.27	-0.0004317100
55.28	-0.0004997900
55.29	-0.0004414600
55.3	-0.0006365700
55.31	-0.0004773800
55.32	-0.0001866000
55.33	-0.0001907300
55.34	-0.0003684200
55.35	-0.0004835400
55.36	-0.0003594900
55.37	-0.0004077300
55.38	-0.0006686200
55.39	-0.0006741400
55.4	-0.0002353800
55.41	0.0000270920
55.42	-0.0001095800
55.43	-0.0001733900
55.44	-0.0002925100
55.45	-0.0006145700
55.46	-0.0006359200
55.47	-0.0002842300
55.48	0.0000083010
55.49	-0.0000408160
55.5	-0.0001906200
55.51	-0.0003241500
55.52	-0.0007120700
55.53	-0.0006157000
55.54	-0.0002441700
55.55	-0.0002281600
55.56	-0.0002635600
55.57	-0.0003343900
55.58	-0.0002985200
55.59	-0.0003747200
55.6	-0.0003802400
55.61	-0.0002069900
55.62	-0.0001416400
55.63	-0.0001977800
55.64	-0.0002458500
55.65	-0.0002445100
55.66	-0.0004340400
55.67	-0.0004379900
55.68	-0.0005246100
55.69	-0.0006803900
55.7	-0.0004448400
55.71	-0.0002335700
55.72	-0.0000334960
55.73	-0.0000391080
55.74	-0.0003098300
55.75	-0.0004764600
55.76	-0.0004844200
55.77	-0.0003349300
55.78	-0.0003481500
55.79	-0.0004038500
55.8	-0.0002515400
55.81	-0.0003529200
55.82	-0.0005154000
55.83	-0.0004507300
55.84	-0.0003010500
55.85	-0.0003058500
55.86	-0.0003995300
55.87	-0.0002284400
55.88	-0.0003297200
55.89	-0.0002806000
55.9	-0.0000587610
55.91	-0.0002852500
55.92	-0.0003341400
55.93	-0.0004739800
55.94	-0.0004654500
55.95	-0.0001954700
55.96	-0.0002854900
55.97	-0.0002161700
55.98	0.0000311660
55.99	-0.0002120100
56	-0.0005571900
56.01	-0.0004628900
56.02	-0.0003994000
56.03	-0.0001819600
56.04	-0.0000606730
56.05	-0.0000036398
56.06	0.0001123800
56.07	-0.0004611200
56.08	-0.0006293100
56.09	-0.0004124100
56.1	-0.0003187200
56.11	-0.0000835360
56.12	-0.0000699750
56.13	0.0000489270
56.14	-0.0000758470
56.15	-0.0004343200
56.16	-0.0003949300
56.17	-0.0001653300
56.18	-0.0000547340
56.19	-0.0000973070
56.2	-0.0002120200
56.21	-0.0003022200
56.22	-0.0002062000
56.23	-0.0001500800
56.24	-0.0001380100
56.25	-0.0000287060
56.26	-0.0000404700
56.27	-0.0001456500
56.28	-0.0001954900
56.29	-0.0003193400
56.3	-0.0004334300
56.31	-0.0002307700
56.32	0.0000176610
56.33	0.0001274100
56.34	-0.0001394200
56.35	-0.0003972400
56.36	-0.0001530400
56.37	-0.0002052000
56.38	-0.0002739400
56.39	-0.0001245200
56.4	-0.0000649080
56.41	0.0000679920
56.42	0.0000107540
56.43	-0.0001550600
56.44	-0.0001876700
56.45	-0.0001051100
56.46	-0.0001374800
56.47	0.0000244940
56.48	0.0001052100
56.49	-0.0002300800
56.5	-0.0001873200
56.51	-0.0000790730
56.52	-0.0000965380
56.53	-0.0001789300
56.54	-0.0001370900
56.55	0.0000849820
56.56	-0.0000127430
56.57	-0.0000861900
56.58	-0.0001926300
56.59	-0.0001047300
56.6	-0.0000723970
56.61	-0.0001259200
56.62	0.0001527000
56.63	-0.0000124840
56.64	-0.0001168800
56.65	-0.0000832590
56.66	0.0000053205
56.67	0.0001071900
56.68	-0.0000659120
56.69	0.0001328600
56.7	0.0000168010
56.71	-0.0002762800
56.72	-0.0002433100
56.73	-0.0001645400
56.74	0.0000078954
56.75	0.0000836340
56.76	0.0000541710
56.77	-0.0001231200
56.78	0.0000043050
56.79	0.0000679250
56.8	-0.0001352700
56.81	-0.0000990070
56.82	-0.0000979310
56.83	0.0001274400
56.84	0.0001959100
56.85	-0.0000632060
56.86	-0.0002612200
56.87	-0.0003943300
56.88	-0.0000570100
56.89	0.0002623700
56.9	0.0001897900
56.91	0.0000872990
56.92	-0.0000121030
56.93	-0.0001183900
56.94	-0.0002141800
56.95	-0.0000830460
56.96	0.0001622200
56.97	0.0001037800
56.98	-0.0000422260
56.99	0.0000612820
57	0.0000932150
57.01	-0.0000815190
57.02	-0.0000908550
57.03	-0.0000352250
57.04	0.0000160620
57.05	0.0001808200
57.06	0.0001435200
57.07	0.0000765390
57.08	0.0001206400
57.09	-0.0000270110
57.1	-0.0000631070
57.11	-0.0000595520
57.12	-0.0000875470
57.13	0.0001284800
57.14	0.0001378700
57.15	0.0001361100
57.16	0.0001742800
57.17	-0.0000676000
57.18	-0.0000175280
57.19	0.0001568500
57.2	0.0001822600
57.21	0.0002409400
57.22	0.0002314700
57.23	-0.0000035601
57.24	-0.0001818000
57.25	0.0000148200
57.26	0.0001227700
57.27	0.0001849500
57.28	0.0002068100
57.29	0.0001142900
57.3	0.0000730070
57.31	0.0000005964
57.32	0.0002322200
57.33	0.0003845400
57.34	0.0001829700
57.35	-0.0000416190
57.36	-0.0000874400
57.37	0.0000744080
57.38	0.0001494000
57.39	0.0002636100
57.4	0.0003036900
57.41	0.0002642100
57.42	0.0001275300
57.43	-0.0000658210
57.44	0.0000635920
57.45	0.0002017000
57.46	0.0003619500
57.47	0.0004574100
57.48	0.0002614200
57.49	0.0000828520
57.5	0.0000101620
57.51	0.0000900410
57.52	0.0002669200
57.53	0.0003389000
57.54	0.0001924800
57.55	0.0000986950
57.56	0.0001581700
57.57	0.0001976700
57.58	0.0003152800
57.59	0.0003748400
57.6	0.0003340500
57.61	0.0001910200
57.62	-0.0000064344
57.63	0.0000268320
57.64	0.0001828800
57.65	0.0003337100
57.66	0.0004707200
57.67	0.0004222800
57.68	0.0002869300
57.69	0.0001522600
57.7	-0.0000275150
57.71	0.0000723720
57.72	0.0004186900
57.73	0.0007109500
57.74	0.0005767700
57.75	0.0001177300
57.76	0.0000369200
57.77	0.0000630420
57.78	0.0002078400
57.79	0.0004786300
57.8	0.0005174700
57.81	0.0005560400
57.82	0.0003350800
57.83	0.0000153460
57.84	0.0000012933
57.85	0.0002854800
57.86	0.0006478800
57.87	0.0007046300
57.88	0.0005559300
57.89	0.0002118300
57.9	-0.0001444800
57.91	-0.0001412100
57.92	0.0002948800
57.93	0.0008167300
57.94	0.0007127600
57.95	0.0003162100
57.96	0.0003593000
57.97	0.0004867100
57.98	0.0002456300
57.99	0.0001063100
58	0.0003136400
58.01	0.0004742300
58.02	0.0005037300
58.03	0.0004702200
58.04	0.0005548000
58.05	0.0005064100
58.06	0.0002348600
58.07	0.0001244200
58.08	0.0001527200
58.09	0.0003847900
58.1	0.0006589700
58.11	0.0007657200
58.12	0.0005755400
58.13	0.0002856800
58.14	0.0002638400
58.15	0.0003433500
58.16	0.0005442200
58.17	0.0005498800
58.18	0.0003351400
58.19	0.0003167100
58.2	0.0004552000
58.21	0.0006252100
58.22	0.0005736600
58.23	0.0005449400
58.24	0.0005708700
58.25	0.0003851900
58.26	0.0002484800
58.27	0.0003149600
58.28	0.0005670600
58.29	0.0007035200
58.3	0.0006564600
58.31	0.0005914800
58.32	0.0004663800
58.33	0.0004398700
58.34	0.0004155600
58.35	0.0004189600
58.36	0.0006543300
58.37	0.0007779800
58.38	0.0006528000
58.39	0.0004577900
58.4	0.0004213700
58.41	0.0005674300
58.42	0.0005398500
58.43	0.0005671600
58.44	0.0007282700
58.45	0.0006465100
58.46	0.0005372900
58.47	0.0005256700
58.48	0.0005169800
58.49	0.0005137900
58.5	0.0005872900
58.51	0.0007815800
58.52	0.0007979500
58.53	0.0005998500
58.54	0.0006076700
58.55	0.0007294300
58.56	0.0006256900
58.57	0.0005104900
58.58	0.0006024800
58.59	0.0007426000
58.6	0.0006493700
58.61	0.0006038100
58.62	0.0007574800
58.63	0.0008432200
58.64	0.0007976300
58.65	0.0005508700
58.66	0.0005898300
58.67	0.0007873800
58.68	0.0007021700
58.69	0.0006943000
58.7	0.0007431300
58.71	0.0006930300
58.72	0.0006121800
58.73	0.0006337600
58.74	0.0008601200
58.75	0.0009852600
58.76	0.0006975700
58.77	0.0005460500
58.78	0.0006764400
58.79	0.0007055900
58.8	0.0008967600
58.81	0.0008836900
58.82	0.0006281500
58.83	0.0007213700
58.84	0.0007895500
58.85	0.0007197100
58.86	0.0007800100
58.87	0.0008390400
58.88	0.0009092400
58.89	0.0008695600
58.9	0.0006777000
58.91	0.0007004200
58.92	0.0007962800
58.93	0.0008410900
58.94	0.0009553900
58.95	0.0009911200
58.96	0.0008848700
58.97	0.0006308900
58.98	0.0005647400
58.99	0.0008404700
59	0.0009748700
59.01	0.0008998200
59.02	0.0008950600
59.03	0.0009287800
59.04	0.0008658400
59.05	0.0007673400
59.06	0.0008571600
59.07	0.0010257000
59.08	0.0009983300
59.09	0.0007944000
59.1	0.0007085600
59.11	0.0008749500
59.12	0.0010268000
59.13	0.0010072000
59.14	0.0008735600
59.15	0.0008803600
59.16	0.0009404600
59.17	0.0009625900
59.18	0.0009690000
59.19	0.0008624000
59.2	0.0007801600
59.21	0.0008001300
59.22	0.0011032000
59.23	0.0011267000
59.24	0.0008160900
59.25	0.0009044900
59.26	0.0010471000
59.27	0.0009644700
59.28	0.0008560600
59.29	0.0010563000
59.3	0.0013035000
59.31	0.0010990000
59.32	0.0008212100
59.33	0.0008005300
59.34	0.0009105200
59.35	0.0009404700
59.36	0.0009815600
59.37	0.0011387000
59.38	0.0011838000
59.39	0.0011064000
59.4	0.0010559000
59.41	0.0009745900
59.42	0.0010273000
59.43	0.0011339000
59.44	0.0010175000
59.45	0.0009444300
59.46	0.0010366000
59.47	0.0011059000
59.48	0.0010650000
59.49	0.0011375000
59.5	0.0012238000
59.51	0.0011388000
59.52	0.0010831000
59.53	0.0010391000
59.54	0.0011032000
59.55	0.0011189000
59.56	0.0010238000
59.57	0.0011582000
59.58	0.0011845000
59.59	0.0011177000
59.6	0.0012954000
59.61	0.0012272000
59.62	0.0009758800
59.63	0.0010770000
59.64	0.0012463000
59.65	0.0011471000
59.66	0.0011161000
59.67	0.0012578000
59.68	0.0011752000
59.69	0.0010791000
59.7	0.0012239000
59.71	0.0013504000
59.72	0.0013036000
59.73	0.0011505000
59.74	0.0010942000
59.75	0.0011395000
59.76	0.0011858000
59.77	0.0011581000
59.78	0.0012175000
59.79	0.0013869000
59.8	0.0013482000
59.81	0.0012271000
59.82	0.0012574000
59.83	0.0012986000
59.84	0.0011560000
59.85	0.0010505000
59.86	0.0012345000
59.87	0.0014317000
59.88	0.0012942000
59.89	0.0011917000
59.9	0.0013148000
59.91	0.0012010000
59.92	0.0012656000
59.93	0.0014907000
59.94	0.0013460000
59.95	0.0013008000
59.96	0.0013460000
59.97	0.0013509000
59.98	0.0013261000
59.99	0.0012109000
60	0.0013967000
60.01	0.0015302000
60.02	0.0014776000
60.03	0.0015092000
60.04	0.0012984000
60.05	0.0011593000
60.06	0.0013380000
60.07	0.0014004000
60.08	0.0014163000
60.09	0.0016324000
60.1	0.0016643000
60.11	0.0013743000
60.12	0.0011133000
60.13	0.0011544000
60.14	0.0015142000
60.15	0.0017129000
60.16	0.0015560000
60.17	0.0013111000
60.18	0.0012775000
60.19	0.0013604000
60.2	0.0014176000
60.21	0.0016012000
60.22	0.0016063000
60.23	0.0014528000
60.24	0.0014049000
60.25	0.0014234000
60.26	0.0015048000
60.27	0.0015323000
60.28	0.0014867000
60.29	0.0014098000
60.3	0.0014896000
60.31	0.0014772000
60.32	0.0013413000
60.33	0.0015761000
60.34	0.0018007000
60.35	0.0016875000
60.36	0.0014581000
60.37	0.0014008000
60.38	0.0014644000
60.39	0.0015040000
60.4	0.0015118000
60.41	0.0015554000
60.42	0.0017414000
60.43	0.0017342000
60.44	0.0015929000
60.45	0.0015613000
60.46	0.0015358000
60.47	0.0014982000
60.48	0.0015283000
60.49	0.0015863000
60.5	0.0016088000
60.51	0.0016064000
60.52	0.0016273000
60.53	0.0016881000
60.54	0.0015245000
60.55	0.0014305000
60.56	0.0016119000
60.57	0.0016717000
60.58	0.0016310000
60.59	0.0017010000
60.6	0.0018215000
60.61	0.0016591000
60.62	0.0014532000
60.63	0.0015569000
60.64	0.0017140000
60.65	0.0017460000
60.66	0.0017834000
60.67	0.0018763000
60.68	0.0018018000
60.69	0.0016372000
60.7	0.0014703000
60.71	0.0014871000
60.72	0.0017500000
60.73	0.0018057000
60.74	0.0018410000
60.75	0.0018435000
60.76	0.0016721000
60.77	0.0017016000
60.78	0.0017920000
60.79	0.0017514000
60.8	0.0016603000
60.81	0.0016227000
60.82	0.0016574000
60.83	0.0017543000
60.84	0.0017349000
60.85	0.0017046000
60.86	0.0019042000
60.87	0.0018830000
60.88	0.0017253000
60.89	0.0017898000
60.9	0.0018973000
60.91	0.0018361000
60.92	0.0016888000
60.93	0.0017340000
60.94	0.0017884000
60.95	0.0016539000
60.96	0.0017160000
60.97	0.0019751000
60.98	0.0019330000
60.99	0.0018161000
61	0.0017906000
61.01	0.0018159000
61.02	0.0018898000
61.03	0.0017939000
61.04	0.0018102000
61.05	0.0018215000
61.06	0.0018302000
61.07	0.0020300000
61.08	0.0019787000
61.09	0.0018003000
61.1	0.0017156000
61.11	0.0018714000
61.12	0.0020823000
61.13	0.0019720000
61.14	0.0018401000
61.15	0.0018107000
61.16	0.0018399000
61.17	0.0018278000
61.18	0.0018806000
61.19	0.0020843000
61.2	0.0021414000
61.21	0.0019414000
61.22	0.0016712000
61.23	0.0016897000
61.24	0.0019395000
61.25	0.0020790000
61.26	0.0020270000
61.27	0.0019087000
61.28	0.0018844000
61.29	0.0019584000
61.3	0.0020520000
61.31	0.0020474000
61.32	0.0019301000
61.33	0.0019361000
61.34	0.0019383000
61.35	0.0018341000
61.36	0.0019172000
61.37	0.0020018000
61.38	0.0019764000
61.39	0.0019890000
61.4	0.0020556000
61.41	0.0021363000
61.42	0.0020747000
61.43	0.0019840000
61.44	0.0019028000
61.45	0.0018226000
61.46	0.0020001000
61.47	0.0021524000
61.48	0.0020558000
61.49	0.0021028000
61.5	0.0021415000
61.51	0.0021227000
61.52	0.0021085000
61.53	0.0019903000
61.54	0.0020779000
61.55	0.0020756000
61.56	0.0019292000
61.57	0.0020195000
61.58	0.0021406000
61.59	0.0021348000
61.6	0.0021694000
61.61	0.0021030000
61.62	0.0019448000
61.63	0.0020644000
61.64	0.0021679000
61.65	0.0022167000
61.66	0.0021416000
61.67	0.0020966000
61.68	0.0021886000
61.69	0.0020126000
61.7	0.0020992000
61.71	0.0021557000
61.72	0.0020715000
61.73	0.0021587000
61.74	0.0021520000
61.75	0.0021543000
61.76	0.0020893000
61.77	0.0022333000
61.78	0.0022336000
61.79	0.0019941000
61.8	0.0021773000
61.81	0.0023639000
61.82	0.0022428000
61.83	0.0020416000
61.84	0.0020100000
61.85	0.0021577000
61.86	0.0022880000
61.87	0.0022837000
61.88	0.0021358000
61.89	0.0021402000
61.9	0.0022130000
61.91	0.0021163000
61.92	0.0020909000
61.93	0.0022319000
61.94	0.0023893000
61.95	0.0023367000
61.96	0.0022174000
61.97	0.0020926000
61.98	0.0020338000
61.99	0.0023008000
62	0.0023180000
62.01	0.0021599000
62.02	0.0022218000
62.03	0.0022881000
62.04	0.0022675000
62.05	0.0020937000
62.06	0.0021257000
62.07	0.0022977000
62.08	0.0022643000
62.09	0.0021723000
62.1	0.0022113000
62.11	0.0022989000
62.12	0.0022858000
62.13	0.0023571000
62.14	0.0023197000
62.15	0.0021945000
62.16	0.0021755000
62.17	0.0018798000
62.18	0.0006625200
62.19	-0.0023953000
62.2	-0.0073217000
62.21	-0.0118880000
62.22	-0.0118390000
62.23	-0.0055692000
62.24	0.0031443000
62.25	0.0098179000
62.26	0.0129610000
62.27	0.0116590000
62.28	0.0026243000
62.29	-0.0079250000
62.3	-0.0050810000
62.31	0.0077736000
62.32	0.0152970000
62.33	0.0135820000
62.34	0.0051229000
62.35	-0.0106080000
62.36	-0.0256680000
62.37	-0.0210280000
62.38	-0.0003835500
62.39	0.0171410000
62.4	0.0267660000
62.41	0.0256530000
62.42	0.0089892000
62.43	-0.0117520000
62.44	-0.0051288000
62.45	0.0277830000
62.46	0.0480980000
62.47	0.0401150000
62.48	0.0076980000
62.49	-0.0355520000
62.5	-0.0658460000
62.51	-0.0627740000
62.52	-0.0206160000
62.53	0.0393160000
62.54	0.0856510000
62.55	0.0862430000
62.56	0.0322720000
62.57	-0.0325840000
62.58	-0.0601490000
62.59	-0.0424040000
62.6	0.0005995500
62.61	0.0308920000
62.62	0.0210310000
62.63	-0.0122070000
62.64	-0.0412010000
62.65	-0.0415690000
62.66	0.0051622000
62.67	0.0652160000
62.68	0.0851300000
62.69	0.0516180000
62.7	-0.0081134000
62.71	-0.0609770000
62.72	-0.0845090000
62.73	-0.0576670000
62.74	0.0023777000
62.75	0.0532290000
62.76	0.0788710000
62.77	0.0650920000
62.78	-0.0000675520
62.79	-0.0718320000
62.8	-0.0852990000
62.81	-0.0312080000
62.82	0.0513200000
62.83	0.0984820000
62.84	0.0717260000
62.85	-0.0095393000
62.86	-0.0832770000
62.87	-0.0862510000
62.88	-0.0254640000
62.89	0.0447200000
62.9	0.0631920000
62.91	0.0105400000
62.92	-0.0360940000
62.93	-0.0134680000
62.94	0.0411190000
62.95	0.0616780000
62.96	0.0219870000
62.97	-0.0439650000
62.98	-0.0686420000
62.99	-0.0380570000
63	0.0056465000
63.01	0.0408890000
63.02	0.0579310000
63.03	0.0360280000
63.04	-0.0201260000
63.05	-0.0599360000
63.06	-0.0429370000
63.07	0.0164350000
63.08	0.0744030000
63.09	0.0869860000
63.1	0.0334350000
63.11	-0.0522050000
63.12	-0.0856640000
63.13	-0.0435550000
63.14	0.0088389000
63.15	0.0379190000
63.16	0.0507750000
63.17	0.0409960000
63.18	-0.0003934800
63.19	-0.0479800000
63.2	-0.0535800000
63.21	-0.0127590000
63.22	0.0370940000
63.23	0.0636860000
63.24	0.0484330000
63.25	-0.0000511510
63.26	-0.0388890000
63.27	-0.0375680000
63.28	-0.0120150000
63.29	0.0079198000
63.3	0.0157860000
63.31	0.0135680000
63.32	0.0068836000
63.33	0.0045848000
63.34	-0.0041078000
63.35	-0.0239030000
63.36	-0.0341900000
63.37	-0.0013847000
63.38	0.0645810000
63.39	0.0887070000
63.4	0.0352740000
63.41	-0.0462120000
63.42	-0.0738770000
63.43	-0.0263300000
63.44	0.0297560000
63.45	0.0374060000
63.46	0.0033043000
63.47	-0.0287000000
63.48	-0.0294230000
63.49	-0.0059270000
63.5	0.0204860000
63.51	0.0367770000
63.52	0.0374490000
63.53	0.0181100000
63.54	-0.0093277000
63.55	-0.0233530000
63.56	-0.0103040000
63.57	0.0032664000
63.58	-0.0155080000
63.59	-0.0337690000
63.6	-0.0181100000
63.61	0.0232430000
63.62	0.0607630000
63.63	0.0553280000
63.64	0.0067071000
63.65	-0.0438060000
63.66	-0.0515370000
63.67	-0.0142420000
63.68	0.0262110000
63.69	0.0361900000
63.7	0.0141250000
63.71	-0.0108780000
63.72	-0.0174520000
63.73	-0.0103370000
63.74	-0.0004763700
63.75	0.0083225000
63.76	0.0220660000
63.77	0.0313050000
63.78	0.0218470000
63.79	-0.0004790000
63.8	-0.0178380000
63.81	-0.0181070000
63.82	-0.0045660000
63.83	0.0121010000
63.84	0.0182320000
63.85	0.0089749000
63.86	-0.0105360000
63.87	-0.0263860000
63.88	-0.0217230000
63.89	0.0023592000
63.9	0.0302960000
63.91	0.0415300000
63.92	0.0290040000
63.93	0.0053477000
63.94	-0.0159290000
63.95	-0.0242620000
63.96	-0.0181970000
63.97	-0.0039469000
63.98	0.0084021000
63.99	0.0055301000
64	-0.0021709000
64.01	0.0052886000
64.02	0.0164640000
64.03	0.0115790000
64.04	-0.0029532000
64.05	-0.0085002000
64.06	-0.0029784000
64.07	0.0038869000
64.08	0.0071817000
64.09	0.0016572000
64.1	-0.0130330000
64.11	-0.0216050000
64.12	-0.0111500000
64.13	0.0126790000
64.14	0.0391120000
64.15	0.0500170000
64.16	0.0249620000
64.17	-0.0186080000
64.18	-0.0412780000
64.19	-0.0323300000
64.2	-0.0118350000
64.21	0.0038690000
64.22	0.0108990000
64.23	0.0065605000
64.24	0.0046122000
64.25	0.0165510000
64.26	0.0313850000
64.27	0.0294400000
64.28	0.0030150000
64.29	-0.0229360000
64.3	-0.0236060000
64.31	-0.0009197100
64.32	0.0209820000
64.33	0.0151550000
64.34	-0.0135510000
64.35	-0.0342040000
64.36	-0.0168200000
64.37	0.0296580000
64.38	0.0516910000
64.39	0.0253100000
64.4	-0.0098383000
64.41	-0.0190700000
64.42	-0.0077402000
64.43	0.0071618000
64.44	0.0129220000
64.45	0.0093000000
64.46	0.0024078000
64.47	0.0026868000
64.48	0.0109400000
64.49	0.0079038000
64.5	-0.0093801000
64.51	-0.0226230000
64.52	-0.0147540000
64.53	0.0081133000
64.54	0.0224820000
64.55	0.0214730000
64.56	0.0080231000
64.57	-0.0104320000
64.58	-0.0213380000
64.59	-0.0195730000
64.6	-0.0047276000
64.61	0.0151710000
64.62	0.0235110000
64.63	0.0147640000
64.64	0.0012001000
64.65	-0.0007895800
64.66	0.0096226000
64.67	0.0107060000
64.68	-0.0083580000
64.69	-0.0243550000
64.7	-0.0151640000
64.71	0.0102610000
64.72	0.0279650000
64.73	0.0251690000
64.74	0.0049837000
64.75	-0.0184030000
64.76	-0.0237180000
64.77	-0.0015672000
64.78	0.0270330000
64.79	0.0337960000
64.8	0.0171270000
64.81	-0.0074842000
64.82	-0.0247960000
64.83	-0.0245770000
64.84	-0.0123270000
64.85	0.0013006000
64.86	0.0146090000
64.87	0.0227710000
64.88	0.0182610000
64.89	0.0029750000
64.9	-0.0099194000
64.91	-0.0114310000
64.92	-0.0090980000
64.93	-0.0017901000
64.94	0.0163380000
64.95	0.0272060000
64.96	0.0129270000
64.97	-0.0149790000
64.98	-0.0263280000
64.99	-0.0144080000
65	0.0008164900
65.01	0.0145470000
65.02	0.0269780000
65.03	0.0274600000
65.04	0.0093094000
65.05	-0.0171220000
65.06	-0.0266730000
65.07	-0.0163210000
65.08	-0.0064885000
65.09	-0.0048553000
65.1	-0.0082505000
65.11	-0.0132510000
65.12	-0.0140140000
65.13	-0.0075238000
65.14	0.0040689000
65.15	0.0186660000
65.16	0.0367500000
65.17	0.0476370000
65.18	0.0317590000
65.19	-0.0034401000
65.2	-0.0317240000
65.21	-0.0449740000
65.22	-0.0439710000
65.23	-0.0232850000
65.24	0.0152000000
65.25	0.0481340000
65.26	0.0537040000
65.27	0.0399060000
65.28	0.0197680000
65.29	0.0035771000
65.3	-0.0002184700
65.31	-0.0098907000
65.32	-0.0300400000
65.33	-0.0337780000
65.34	-0.0135380000
65.35	0.0078479000
65.36	0.0114860000
65.37	0.0126710000
65.38	0.0229950000
65.39	0.0220660000
65.4	0.0106090000
65.41	0.0121170000
65.42	0.0144150000
65.43	-0.0089607000
65.44	-0.0415390000
65.45	-0.0416280000
65.46	-0.0071765000
65.47	0.0202450000
65.48	0.0263360000
65.49	0.0165360000
65.5	-0.0107560000
